Format_ID,Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Category_ID,Element_ID,Team_ID
2,2018-12-23,0.07,5,4.3,0.86,0.4,Average,1.5,1.4,2.8,0.49,0.61,0.28,0.15,0.03,0.4,1,17,6
1,2018-12-23,1,82.9,82.2,0.99,0.95,Excellent,33.3,29.7,63,0.47,0.56,0.15,0.12,0.09,0.43,10,1,7
2,2018-12-23,1,87.1,85,0.98,0.07,Poor,34,30.4,64.4,0.47,0.54,0.16,0.11,0.07,0.44,1,1,7
1,2018-12-23,0.18,15,18.1,1.21,0.97,Excellent,5.5,6.6,12.1,0.55,0.66,0.11,0.1,0.09,0.51,10,9,7
1,2018-12-23,0.18,15,18.1,1.21,0.97,Excellent,5.5,6.6,12.1,0.55,0.66,0.11,0.1,0.09,0.51,2,9,7
2,2018-12-23,0.21,18.3,18.9,1.03,0.31,Average,7.1,7.1,14.2,0.5,0.56,0.13,0.12,0.07,0.48,2,9,7
2,2018-12-23,0.21,18.3,18.9,1.03,0.31,Average,7.1,7.1,14.2,0.5,0.56,0.13,0.12,0.07,0.48,1,9,7
1,2018-12-23,0.82,67.9,64.1,0.94,0.89,Excellent,27.8,23.1,50.9,0.45,0.54,0.16,0.12,0.09,0.42,10,10,7
2,2018-12-23,0.79,68.8,66.1,0.96,0.07,Poor,26.9,23.3,50.2,0.46,0.54,0.17,0.11,0.07,0.44,1,10,7
1,2018-12-23,0.05,4.2,4.3,1.02,0.92,Excellent,2.1,1.6,3.7,0.43,0.54,0.1,0.05,0.05,0.41,10,11,7
2,2018-12-23,0.02,2.1,2.5,1.19,0.02,Poor,0.7,1,1.7,0.59,0.68,0.14,0.05,0.05,0.52,1,11,7
1,2018-12-23,0.08,5.1,4.3,0.84,0.55,Good,2.3,1.5,3.8,0.4,0.47,0.16,0.12,0.12,0.37,10,12,7
2,2018-12-23,0.11,7.3,10.1,1.38,0,Poor,2.3,3.7,6,0.62,0.73,0.08,0.1,0.08,0.6,1,12,7
1,2018-12-23,0.03,2.1,2.8,1.33,0.99,Excellent,0.8,1,1.8,0.56,0.75,0.14,0.05,0.05,0.48,10,13,7
2,2018-12-23,0.03,1.7,1.1,0.65,0.79,Very Good,1.1,0.3,1.4,0.21,0.32,0.12,0.06,0,0.24,1,13,7
1,2018-12-23,0.14,9.7,8.6,0.89,0.63,Good,4.5,2.9,7.4,0.39,0.47,0.12,0.13,0.12,0.4,10,14,7
2,2018-12-23,0.12,8.5,7.3,0.86,0.45,Average,4.1,2.6,6.7,0.39,0.43,0.11,0.12,0.05,0.41,1,14,7
1,2018-12-23,0.95,64.8,60.6,0.94,0.87,Excellent,26.6,21.8,48.4,0.45,0.53,0.15,0.12,0.1,0.42,10,44,7
1,2018-12-23,0.05,3.1,3.5,1.13,0.88,Excellent,1.2,1.3,2.5,0.52,0.68,0.19,0.03,0.03,0.42,10,45,7
1,2018-12-23,0.03,2.3,1.6,0.7,0.25,Below Average,0.8,0.6,1.4,0.43,0.54,0.35,0.09,0.04,0.26,10,46,7
1,2018-12-23,0.31,25.5,27.6,1.08,0.94,Excellent,12.4,9.3,21.7,0.43,0.58,0.08,0.08,0.06,0.42,2,2,7
2,2018-12-23,0.25,21.5,20.9,0.97,0.25,Below Average,11.9,7.6,19.5,0.39,0.52,0.07,0.03,0.03,0.38,2,2,7
1,2018-12-23,0.06,4.8,6.5,1.35,0.97,Excellent,1.1,2.7,3.8,0.71,0.71,0.04,0.21,0.21,0.73,2,18,7
2,2018-12-23,0.07,6.1,7.7,1.26,0.15,Below Average,1.4,3,4.4,0.68,0.68,0.12,0.18,0.18,0.64,2,18,7
1,2018-12-23,0.06,5,4.2,0.84,0.45,Average,2.6,1.6,4.2,0.38,0.5,0.14,0.02,0.02,0.32,2,6,7
2,2018-12-23,0.08,6.5,7.6,1.17,0.08,Poor,2.8,2.8,5.6,0.5,0.61,0.09,0.06,0.05,0.48,2,6,7
1,2018-12-23,0.04,3.3,2.7,0.82,0.52,Good,1.2,1.1,2.3,0.48,0.48,0.21,0.15,0.15,0.39,2,4,7
2,2018-12-23,0.09,7.7,5.4,0.7,0.85,Excellent,3,2.1,5.1,0.41,0.41,0.26,0.08,0.05,0.35,2,4,7
1,2018-12-23,0.09,7.2,6.4,0.89,0.83,Excellent,3.3,2.4,5.7,0.42,0.47,0.13,0.11,0.11,0.4,2,3,7
2,2018-12-23,0.09,8.2,7.8,0.95,0.11,Poor,3,3.1,6.1,0.51,0.56,0.18,0.09,0.07,0.45,2,3,7
1,2018-12-23,0.05,3.8,5.3,1.4,0.98,Excellent,1.1,2,3.1,0.65,0.65,0.03,0.24,0.24,0.68,2,19,7
2,2018-12-23,0.07,6.4,6.7,1.05,0.5,Average,2,2.6,4.6,0.57,0.57,0.14,0.16,0.14,0.53,2,19,7
1,2018-12-23,0.1,8.6,6.6,0.77,0.5,Average,3.9,2.6,6.5,0.4,0.41,0.12,0.15,0.14,0.38,2,5,7
2,2018-12-23,0.03,3,2.5,0.83,0.35,Average,1.1,0.7,1.8,0.39,0.42,0.13,0.27,0.17,0.47,2,5,7
1,2018-12-23,0.02,1.3,1.1,0.85,0.35,Average,0.7,0.4,1.1,0.36,0.5,0.15,0,0,0.31,2,8,7
2,2018-12-23,0.02,1.4,1.9,1.36,0.07,Poor,0.5,0.9,1.4,0.64,0.68,0,0,0,0.64,2,8,7
1,2018-12-23,0.01,1,0.7,0.7,0.34,Average,0.6,0.3,0.9,0.33,0.39,0.1,0,0,0.3,2,7,7
2,2018-12-23,0.02,1.3,1.4,1.08,0.1,Poor,0.7,0.5,1.2,0.42,0.54,0.08,0.08,0.08,0.39,2,7,7
1,2018-12-23,0.09,7.4,3,0.41,0.36,Average,0.9,0.7,1.6,0.44,0.47,0.62,0.19,0.05,0.22,2,20,7
2,2018-12-23,0.08,6.7,4.2,0.63,0.1,Poor,0.5,0,0.5,0,0,0.55,0.37,0,0.34,2,20,7
1,2018-12-23,0.15,12.6,10.5,0.83,0.57,Good,5.8,3.8,9.6,0.4,0.44,0.1,0.16,0.14,0.4,3,21,7
2,2018-12-23,0.05,4.5,4,0.89,0.33,Average,1.5,1.3,2.8,0.46,0.54,0.18,0.2,0.13,0.44,3,21,7
1,2018-12-23,0.17,13.7,13.3,0.97,0.87,Excellent,6.3,4.9,11.2,0.44,0.53,0.12,0.08,0.07,0.41,3,22,7
2,2018-12-23,0.15,13,13.2,1.02,0.06,Poor,5.3,5.4,10.7,0.51,0.57,0.12,0.06,0.05,0.47,3,22,7
1,2018-12-23,0.05,4.3,4.3,1,0.83,Excellent,1.5,1.7,3.2,0.53,0.56,0.16,0.14,0.14,0.47,3,23,7
2,2018-12-23,0.12,10.6,8.9,0.84,0.63,Good,4.4,3.4,7.8,0.44,0.48,0.2,0.07,0.05,0.39,3,23,7
1,2018-12-23,0.05,4,3.9,0.98,0.53,Good,1.9,1.2,3.1,0.39,0.52,0.08,0.18,0.15,0.43,4,24,7
2,2018-12-23,0.02,1.5,1.5,1,0.39,Average,0.4,0.6,1,0.6,0.75,0.27,0.07,0.07,0.4,4,24,7
1,2018-12-23,0.09,7.3,6.9,0.95,0.85,Excellent,3,2.5,5.5,0.46,0.6,0.21,0.04,0.01,0.37,4,25,7
2,2018-12-23,0.07,5.9,5.4,0.92,0.24,Below Average,2.3,2.3,4.6,0.5,0.58,0.2,0.02,0.02,0.41,4,25,7
1,2018-12-23,0.01,1,1.6,1.6,0.97,Excellent,0.3,0.6,0.9,0.67,0.78,0,0.1,0.1,0.7,4,26,7
2,2018-12-23,0.03,2.9,3.5,1.21,0.3,Below Average,1.4,1.3,2.7,0.48,0.61,0.03,0.03,0.03,0.48,4,26,7
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,27,7
2,2018-12-23,0,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,5,27,7
1,2018-12-23,0,0.3,0.2,0.67,-,-,0.1,0.1,0.2,0.5,0.5,0.33,0,0,0.33,5,28,7
2,2018-12-23,0.03,2.2,2,0.91,0.4,Average,0.6,0.7,1.3,0.54,0.62,0.32,0.09,0.09,0.41,5,28,7
1,2018-12-23,0.55,28,29.4,1.05,0.86,Excellent,17.6,10.4,28,0.37,0.52,0,0,0,0.37,6,29,7
2,2018-12-23,0.6,30.2,31.8,1.05,0.11,Poor,17.9,12.3,30.2,0.41,0.53,0,0,0,0.41,6,29,7
1,2018-12-23,0.05,2.4,2.8,1.17,0.95,Excellent,1.4,1,2.4,0.42,0.58,0,0,0,0.42,6,30,7
2,2018-12-23,0.02,1.1,1.5,1.36,0.02,Poor,0.5,0.6,1.1,0.55,0.68,0,0,0,0.55,6,30,7
1,2018-12-23,0.04,2.1,1.8,0.86,0.78,Very Good,1.2,0.9,2.1,0.43,0.43,0,0,0,0.43,6,31,7
2,2018-12-23,0.03,1.6,1.7,1.06,0.05,Poor,0.8,0.8,1.6,0.5,0.5,0,0.06,0.06,0.5,6,31,7
1,2018-12-23,0,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,6,32,7
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32,7
1,2018-12-23,0.36,18.5,22.3,1.21,0.81,Very Good,7.8,10.7,18.5,0.58,0.58,0,0.07,0.07,0.58,6,33,7
2,2018-12-23,0.27,13.3,16.6,1.25,0.14,Poor,5.2,8.1,13.3,0.61,0.61,0,0.04,0.04,0.61,6,33,7
1,2018-12-23,0.05,2.3,2.4,1.04,0.69,Very Good,1.2,1.1,2.3,0.48,0.48,0,0.09,0.09,0.48,6,34,7
2,2018-12-23,0.1,5.1,4.2,0.82,0.81,Very Good,3,2.1,5.1,0.41,0.41,0,0,0,0.41,6,34,7
1,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,6,35,7
2,2018-12-23,0.01,0.3,0.4,1.33,-,-,0.1,0.2,0.3,0.67,0.67,0,0,0,0.67,6,35,7
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,7
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,7
1,2018-12-23,0.4,20.4,23.8,1.17,0.87,Excellent,12.4,8,20.4,0.39,0.58,0,0.01,0.01,0.39,7,37,7
2,2018-12-23,0.37,18.5,19.9,1.08,0.33,Average,11.7,6.8,18.5,0.37,0.54,0,0,0,0.37,7,37,7
1,2018-12-23,0.64,13,13.7,1.05,0.75,Very Good,8.4,4.6,13,0.35,0.52,0,0.01,0.01,0.35,7,38,7
2,2018-12-23,0.49,9,8.5,0.94,0.52,Good,6.1,2.9,9,0.32,0.47,0,0,0,0.32,7,38,7
1,2018-12-23,0.36,7.4,10.1,1.37,0.92,Excellent,4,3.4,7.4,0.46,0.68,0,0,0,0.46,7,39,7
2,2018-12-23,0.51,9.5,11.4,1.2,0.27,Below Average,5.6,3.9,9.5,0.41,0.6,0,0,0,0.41,7,39,7
1,2018-12-23,0.11,5.6,4.3,0.77,0.5,Average,3.8,1.8,5.6,0.32,0.38,0,0,0,0.32,8,40,7
2,2018-12-23,0.19,9.6,9.6,1,0.06,Poor,5.1,4.5,9.6,0.47,0.5,0,0,0,0.47,8,40,7
1,2018-12-23,0.1,2.9,2.2,0.76,0.56,Good,1.8,1.1,2.9,0.38,0.38,0,0,0,0.38,9,41,7
2,2018-12-23,0.2,6,6.4,1.07,0.03,Poor,2.8,3.2,6,0.53,0.53,0,0,0,0.53,9,41,7
1,2018-12-23,0.1,2.9,1.6,0.55,0.26,Below Average,2.1,0.8,2.9,0.28,0.28,0,0,0,0.28,9,42,7
2,2018-12-23,0.14,4.2,3.8,0.91,0.14,Poor,2.3,1.9,4.2,0.45,0.45,0,0,0,0.45,9,42,7
1,2018-12-23,0.79,22.2,25.6,1.15,0.88,Excellent,13.7,8.5,22.2,0.38,0.57,0,0.01,0.01,0.38,9,43,7
2,2018-12-23,0.66,20,21.6,1.08,0.27,Below Average,12.8,7.2,20,0.36,0.54,0,0,0,0.36,9,43,7
2,2018-12-23,0.95,65,62.7,0.97,0.05,Poor,25.1,22,47.1,0.47,0.54,0.17,0.12,0.07,0.44,1,15,7
2,2018-12-23,0.06,3.8,3.4,0.9,0.51,Good,1.8,1.3,3.1,0.42,0.48,0.13,0.05,0.05,0.4,1,16,7
2,2018-12-23,0.12,8.4,8.5,1.01,0.14,Poor,2.3,2.5,4.8,0.52,0.62,0.25,0.2,0.07,0.48,1,17,7
1,2018-12-23,1,77.3,69.9,0.91,0.67,Very Good,30.5,24.2,54.6,0.44,0.51,0.17,0.15,0.09,0.42,10,1,8
2,2018-12-23,1,78.7,76.1,0.97,0.1,Poor,33.1,28,61.1,0.46,0.52,0.13,0.12,0.09,0.44,1,1,8
1,2018-12-23,0.08,5.8,6.3,1.08,0.81,Very Good,1.5,1.8,3.4,0.54,0.65,0.23,0.25,0.19,0.5,10,9,8
1,2018-12-23,0.08,5.8,6.3,1.08,0.81,Very Good,1.5,1.8,3.4,0.54,0.65,0.23,0.25,0.19,0.5,2,9,8
2,2018-12-23,0.16,12.9,15.7,1.22,0.02,Poor,4.2,5.5,9.7,0.57,0.65,0.11,0.16,0.15,0.56,2,9,8
2,2018-12-23,0.16,12.9,15.7,1.22,0.02,Poor,4.2,5.5,9.7,0.57,0.65,0.11,0.16,0.15,0.56,1,9,8
1,2018-12-23,0.93,71.5,63.6,0.89,0.73,Very Good,28.9,22.4,51.3,0.44,0.5,0.16,0.14,0.08,0.41,10,10,8
2,2018-12-23,0.84,65.8,60.4,0.92,0.18,Below Average,28.9,22.5,51.4,0.44,0.49,0.13,0.11,0.08,0.42,1,10,8
1,2018-12-23,0.04,3.4,3.1,0.92,0.87,Excellent,1.4,0.9,2.3,0.4,0.52,0.22,0.11,0.11,0.38,10,11,8
2,2018-12-23,0.03,2.6,1.6,0.62,0.63,Good,1.3,0.6,1.9,0.33,0.43,0.28,0,0,0.24,1,11,8
1,2018-12-23,0.07,5.2,4.7,0.91,0.69,Very Good,2.3,1.9,4.2,0.46,0.52,0.12,0.11,0.07,0.4,10,12,8
2,2018-12-23,0.08,5.4,7.4,1.37,0,Poor,1.7,2.6,4.4,0.6,0.7,0.05,0.17,0.12,0.63,1,12,8
1,2018-12-23,0.03,2.4,2,0.85,0.58,Good,1.1,0.6,1.7,0.37,0.45,0.15,0.12,0.12,0.39,10,13,8
2,2018-12-23,0.04,2.8,1.9,0.68,0.7,Very Good,1.5,0.8,2.3,0.36,0.38,0.13,0.07,0.03,0.32,1,13,8
1,2018-12-23,0.11,7.8,6.5,0.84,0.51,Good,3.8,2.7,6.5,0.42,0.47,0.13,0.05,0.04,0.38,10,14,8
2,2018-12-23,0.13,8.5,8.4,0.99,0.15,Below Average,3.9,3.5,7.4,0.47,0.53,0.1,0.05,0.04,0.44,1,14,8
1,2018-12-23,0.98,70.2,61.1,0.87,0.64,Good,28.6,21.5,50.1,0.43,0.49,0.17,0.14,0.08,0.41,10,44,8
1,2018-12-23,0.02,1.3,2.5,2,1,Excellent,0.3,0.9,1.2,0.77,1.04,0,0.14,0.07,0.79,10,45,8
1,2018-12-23,0.03,2.3,2.5,1.08,0.92,Excellent,0.5,0.4,0.9,0.4,0.55,0.12,0.48,0.04,0.56,10,46,8
1,2018-12-23,0.32,24.5,22.8,0.93,0.63,Good,12.7,8.2,20.9,0.39,0.51,0.09,0.06,0.04,0.37,2,2,8
2,2018-12-23,0.22,16.9,18.5,1.1,0.05,Poor,8.4,6.6,15,0.44,0.57,0.07,0.05,0.03,0.43,2,2,8
1,2018-12-23,0.1,7.5,8,1.07,0.46,Average,2.8,3.5,6.3,0.55,0.55,0.09,0.12,0.12,0.52,2,18,8
2,2018-12-23,0.06,4.6,6.3,1.35,0.06,Poor,1.1,2.6,3.7,0.71,0.71,0.08,0.22,0.2,0.69,2,18,8
1,2018-12-23,0.04,3.1,2.3,0.74,0.29,Below Average,1.5,0.8,2.4,0.35,0.39,0.12,0.15,0.09,0.35,2,6,8
2,2018-12-23,0.07,5.4,5.3,0.98,0.31,Average,2.7,1.8,4.5,0.4,0.49,0.07,0.15,0.1,0.39,2,6,8
1,2018-12-23,0.09,6.9,4.4,0.63,0.15,Below Average,3.4,1.8,5.2,0.35,0.35,0.17,0.08,0.05,0.33,2,4,8
2,2018-12-23,0.13,9.9,8.5,0.86,0.46,Average,4,3.5,7.5,0.47,0.47,0.13,0.11,0.07,0.45,2,4,8
1,2018-12-23,0.13,9.9,7.8,0.79,0.62,Good,3.3,2.5,5.8,0.44,0.48,0.25,0.18,0.12,0.41,2,3,8
2,2018-12-23,0.14,11.1,7.3,0.66,0.74,Very Good,5.7,2.7,8.5,0.32,0.34,0.17,0.08,0.05,0.31,2,3,8
1,2018-12-23,0.03,2.5,2.8,1.15,0.76,Very Good,0.6,1.2,1.8,0.65,0.65,0.11,0.15,0.11,0.59,2,19,8
2,2018-12-23,0.04,3.4,3.8,1.14,0.29,Below Average,1.1,1.7,2.8,0.61,0.61,0.11,0.11,0.08,0.57,2,19,8
1,2018-12-23,0.06,4.6,4.3,0.92,0.84,Excellent,1.7,1.4,3.1,0.44,0.5,0.18,0.22,0.14,0.45,2,5,8
2,2018-12-23,0.07,5.2,4.8,0.93,0.18,Below Average,2.7,1.7,4.5,0.39,0.45,0.05,0.09,0.07,0.42,2,5,8
1,2018-12-23,0.05,3.9,4.4,1.12,0.74,Very Good,1.7,1.9,3.6,0.53,0.59,0.05,0.09,0.09,0.49,2,8,8
2,2018-12-23,0.04,2.9,2.5,0.84,0.68,Very Good,1.3,0.9,2.2,0.42,0.42,0.09,0.19,0.16,0.47,2,8,8
1,2018-12-23,0.02,1.8,2,1.1,0.91,Excellent,0.6,0.6,1.3,0.5,0.61,0.15,0.15,0.15,0.5,2,7,8
2,2018-12-23,0.04,2.7,1.5,0.53,0.89,Excellent,1.6,0.5,2.2,0.25,0.29,0.13,0.07,0.07,0.23,2,7,8
1,2018-12-23,0.09,6.8,4.9,0.72,0.96,Excellent,0.5,0.5,0.9,0.5,0.5,0.48,0.39,0.03,0.4,2,20,8
2,2018-12-23,0.05,3.7,1.9,0.51,0.34,Average,0.3,0.2,0.5,0.4,0.4,0.63,0.27,0.1,0.27,2,20,8
1,2018-12-23,0.09,7.2,6.3,0.87,0.67,Very Good,3.4,2.2,5.5,0.39,0.44,0.11,0.15,0.1,0.42,3,21,8
2,2018-12-23,0.08,5.9,5.3,0.89,0.32,Average,3,1.9,4.9,0.39,0.45,0.09,0.08,0.06,0.4,3,21,8
1,2018-12-23,0.3,23.4,21.6,0.93,0.8,Very Good,9.7,7.7,17.5,0.44,0.52,0.16,0.13,0.1,0.42,3,22,8
2,2018-12-23,0.25,19.3,17.1,0.89,0.35,Average,9,6.4,15.4,0.41,0.47,0.12,0.1,0.08,0.41,3,22,8
1,2018-12-23,0.13,9.9,7.7,0.78,0.29,Below Average,4.6,3.1,7.7,0.4,0.45,0.15,0.08,0.05,0.36,3,23,8
2,2018-12-23,0.15,12,11.6,0.97,0.25,Below Average,4.8,4.6,9.5,0.49,0.52,0.11,0.11,0.07,0.47,3,23,8
1,2018-12-23,0.03,2.5,2,0.79,0.27,Below Average,1.6,0.8,2.5,0.33,0.37,0,0.04,0.04,0.36,4,24,8
2,2018-12-23,0.01,0.7,0.5,0.63,-,-,0.3,0.2,0.5,0.4,0.5,0.38,0,0,0.25,4,24,8
1,2018-12-23,0.21,15.9,14.2,0.89,0.76,Very Good,6.5,5.2,11.6,0.45,0.55,0.21,0.09,0.07,0.38,4,25,8
2,2018-12-23,0.13,9.9,10,1.01,0.09,Poor,3.3,3.6,6.9,0.53,0.64,0.21,0.12,0.09,0.45,4,25,8
1,2018-12-23,0.04,3,3.4,1.12,0.62,Good,1.3,1.3,2.5,0.5,0.64,0.09,0.09,0.03,0.42,4,26,8
2,2018-12-23,0.03,2.1,3.1,1.48,0.09,Poor,0.8,1.1,1.9,0.57,0.74,0.04,0.09,0.04,0.57,4,26,8
1,2018-12-23,0.01,0.6,0.5,0.71,-,-,0.3,0.2,0.5,0.4,0.5,0.29,0,0,0.29,5,27,8
2,2018-12-23,0.01,0.4,0.1,0.25,-,-,0.1,0,0.1,0,0,0.5,0.25,0,0.25,5,27,8
1,2018-12-23,0.03,1.9,2.1,1.1,0.83,Excellent,0.8,0.8,1.6,0.5,0.64,0.05,0.1,0,0.43,5,28,8
2,2018-12-23,0.01,0.6,1.1,1.71,-,-,0.1,0.3,0.4,0.75,1.13,0.14,0.29,0.14,0.71,5,28,8
1,2018-12-23,0.53,26.9,26.5,0.99,0.71,Very Good,16.9,10,26.9,0.37,0.49,0,0,0,0.37,6,29,8
2,2018-12-23,0.48,24.8,21.4,0.86,0.77,Very Good,17.1,7.7,24.8,0.31,0.43,0,0.01,0.01,0.31,6,29,8
1,2018-12-23,0.03,1.7,1.6,0.95,0.83,Excellent,1.2,0.5,1.7,0.32,0.47,0,0,0,0.32,6,30,8
2,2018-12-23,0.02,1,1.1,1.09,0.07,Poor,0.6,0.4,1,0.36,0.55,0,0,0,0.36,6,30,8
1,2018-12-23,0.03,1.4,1.3,0.93,0.85,Excellent,0.8,0.5,1.4,0.4,0.4,0,0.13,0.13,0.4,6,31,8
2,2018-12-23,0.06,2.9,2.5,0.88,0.19,Below Average,1.6,1.3,2.9,0.44,0.44,0,0.03,0.03,0.44,6,31,8
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32,8
2,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,6,32,8
1,2018-12-23,0.35,17.8,20.7,1.16,0.72,Very Good,7.8,10,17.8,0.56,0.56,0,0.06,0.06,0.56,6,33,8
2,2018-12-23,0.31,16.1,20.8,1.29,0.08,Poor,6.2,9.9,16.1,0.62,0.62,0,0.08,0.08,0.62,6,33,8
1,2018-12-23,0.1,5.2,3.6,0.7,0.12,Poor,3.4,1.8,5.2,0.35,0.35,0,0,0,0.35,6,34,8
2,2018-12-23,0.15,7.5,7.1,0.94,0.58,Good,4,3.5,7.5,0.47,0.47,0,0,0,0.47,6,34,8
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,8
2,2018-12-23,0.01,0.3,0.4,1.33,-,-,0.1,0.2,0.3,0.67,0.67,0,0,0,0.67,6,35,8
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,8
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,8
1,2018-12-23,0.4,20.6,21.2,1.03,0.59,Good,12.7,7.9,20.6,0.38,0.51,0,0,0,0.38,7,37,8
2,2018-12-23,0.26,13.3,14.5,1.1,0.27,Below Average,8.4,4.9,13.3,0.37,0.55,0,0.01,0.01,0.37,7,37,8
1,2018-12-23,0.43,8.8,7.9,0.9,0.4,Average,5.6,3.2,8.8,0.36,0.45,0,0,0,0.36,7,38,8
2,2018-12-23,0.65,8.6,9.1,1.05,0.27,Below Average,5.5,3.1,8.6,0.36,0.52,0,0.01,0.01,0.36,7,38,8
1,2018-12-23,0.57,11.8,13.3,1.12,0.58,Good,7.1,4.7,11.8,0.4,0.56,0,0,0,0.4,7,39,8
2,2018-12-23,0.35,4.6,5.5,1.18,0.32,Average,2.8,1.8,4.6,0.39,0.59,0,0,0,0.39,7,39,8
1,2018-12-23,0.09,4.4,4.1,0.94,0.84,Excellent,2.7,1.6,4.4,0.38,0.47,0,0,0,0.38,8,40,8
2,2018-12-23,0.18,9,4.8,0.54,0.97,Excellent,6.9,2.1,9,0.23,0.26,0,0.01,0.01,0.23,8,40,8
1,2018-12-23,0.1,2.6,2.2,0.83,0.68,Very Good,1.5,1.1,2.6,0.41,0.41,0,0,0,0.41,9,41,8
2,2018-12-23,0.18,4.5,3,0.67,0.67,Very Good,3,1.5,4.5,0.33,0.33,0,0.02,0.02,0.33,9,41,8
1,2018-12-23,0.19,5.1,4.7,0.93,0.86,Excellent,2.7,2.4,5.1,0.46,0.46,0,0,0,0.46,9,42,8
2,2018-12-23,0.11,2.8,1.1,0.39,0.95,Excellent,2.3,0.5,2.8,0.19,0.19,0,0,0,0.19,9,42,8
1,2018-12-23,0.71,19.2,19.6,1.02,0.59,Good,12.6,6.5,19.2,0.34,0.51,0,0,0,0.34,9,43,8
2,2018-12-23,0.71,17.5,17.3,0.98,0.57,Good,11.8,5.7,17.5,0.33,0.49,0,0.01,0.01,0.33,9,43,8
2,2018-12-23,1,65.8,60.4,0.92,0.18,Below Average,28.9,22.5,51.4,0.44,0.49,0.13,0.11,0.08,0.42,1,15,8
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,8
2,2018-12-23,0.01,0.6,0.3,0.43,-,-,0.3,0,0.3,0,0,0.29,0.29,0,0.29,1,17,8
