Format_ID,Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Category_ID,Element_ID,Team_ID
1,2018-12-23,1,86.5,70.9,0.82,0.29,Below Average,37.4,26,63.4,0.41,0.49,0.19,0.09,0.06,0.36,10,1,9
2,2018-12-23,1,90.3,84.2,0.93,0.21,Below Average,35,30.9,65.9,0.47,0.53,0.17,0.14,0.1,0.43,1,1,9
1,2018-12-23,0.26,22.3,21.8,0.98,0.54,Good,8.2,8.4,16.5,0.51,0.58,0.16,0.11,0.08,0.45,10,9,9
1,2018-12-23,0.26,22.3,21.8,0.98,0.54,Good,8.2,8.4,16.5,0.51,0.58,0.16,0.11,0.08,0.45,2,9,9
2,2018-12-23,0.2,18.1,17.7,0.98,0.51,Good,7.5,6.5,13.9,0.46,0.53,0.14,0.14,0.13,0.44,2,9,9
2,2018-12-23,0.2,18.1,17.7,0.98,0.51,Good,7.5,6.5,13.9,0.46,0.53,0.14,0.14,0.13,0.44,1,9,9
1,2018-12-23,0.74,64.2,49.1,0.77,0.17,Below Average,29.2,17.6,46.8,0.38,0.46,0.19,0.09,0.05,0.33,10,10,9
2,2018-12-23,0.8,72.2,66.5,0.92,0.16,Below Average,27.5,24.5,52,0.47,0.53,0.17,0.13,0.1,0.43,1,10,9
1,2018-12-23,0.05,3.9,2.1,0.54,0.18,Below Average,2.5,0.7,3.2,0.23,0.29,0.12,0.07,0,0.23,10,11,9
2,2018-12-23,0.03,2.6,2,0.76,0.41,Average,1.5,0.7,2.2,0.33,0.35,0.07,0.14,0.14,0.38,1,11,9
1,2018-12-23,0.07,4.7,2.6,0.56,0.06,Poor,2.6,0.9,3.5,0.26,0.35,0.23,0.02,0.02,0.21,10,12,9
2,2018-12-23,0.09,6.5,6.1,0.93,0.27,Below Average,2.8,2.4,5.2,0.46,0.52,0.14,0.1,0.1,0.43,1,12,9
1,2018-12-23,0.05,3.1,2.1,0.68,0.31,Average,1.4,0.8,2.2,0.38,0.46,0.24,0.09,0.06,0.29,10,13,9
2,2018-12-23,0.05,3.6,3.9,1.08,0.1,Poor,1.4,1.3,2.6,0.48,0.55,0.13,0.15,0.13,0.5,1,13,9
1,2018-12-23,0.13,8.2,4.5,0.54,0.02,Poor,4.7,1.9,6.6,0.29,0.33,0.17,0.03,0.02,0.24,10,14,9
2,2018-12-23,0.11,7.8,8.3,1.06,0.07,Poor,2.2,2.8,5,0.56,0.64,0.2,0.17,0.15,0.52,1,14,9
1,2018-12-23,0.93,59.6,44.8,0.75,0.15,Below Average,27.2,16,43.2,0.37,0.45,0.2,0.09,0.05,0.33,10,44,9
1,2018-12-23,0.07,4.5,4.3,0.94,0.61,Good,2,1.6,3.6,0.45,0.56,0.18,0.04,0.02,0.38,10,45,9
1,2018-12-23,0.11,7,5.9,0.84,0.59,Good,2.1,2.2,4.3,0.51,0.65,0.33,0.08,0.01,0.34,10,46,9
1,2018-12-23,0.26,22.5,20.7,0.92,0.6,Good,13.2,7.5,20.6,0.36,0.49,0.07,0.02,0.02,0.34,2,2,9
2,2018-12-23,0.19,16.7,16,0.96,0.29,Below Average,8.2,5.6,13.8,0.41,0.52,0.09,0.09,0.08,0.4,2,2,9
1,2018-12-23,0.05,4.3,4.3,1,0.31,Average,1.6,1.9,3.5,0.54,0.54,0.11,0.06,0.06,0.51,2,18,9
2,2018-12-23,0.09,7.7,8.9,1.15,0.35,Average,2.2,3.5,5.6,0.61,0.61,0.11,0.19,0.18,0.61,2,18,9
1,2018-12-23,0.05,4.4,4.1,0.94,0.6,Good,2.5,1.4,3.9,0.35,0.5,0.08,0.04,0.04,0.33,2,6,9
2,2018-12-23,0.06,5.2,4.4,0.84,0.59,Good,2.7,1.4,4.1,0.33,0.43,0.11,0.12,0.12,0.37,2,6,9
1,2018-12-23,0.06,5.4,3.3,0.61,0.12,Poor,2.9,1.5,4.4,0.33,0.33,0.1,0.09,0.05,0.32,2,4,9
2,2018-12-23,0.08,7.5,6.6,0.88,0.4,Average,2.4,2.6,5,0.53,0.53,0.23,0.16,0.11,0.42,2,4,9
1,2018-12-23,0.09,8.1,5.2,0.64,0.25,Below Average,3.1,1.8,4.9,0.37,0.42,0.27,0.12,0.07,0.3,2,3,9
2,2018-12-23,0.12,10.8,11.2,1.03,0.03,Poor,4.3,4.6,8.9,0.52,0.58,0.14,0.08,0.08,0.45,2,3,9
1,2018-12-23,0.05,4.1,4.5,1.09,0.63,Good,1.5,1.7,3.3,0.53,0.53,0.09,0.16,0.16,0.53,2,19,9
2,2018-12-23,0.07,6.5,6.1,0.93,0.79,Very Good,2.5,2.5,4.9,0.5,0.5,0.11,0.21,0.15,0.5,2,19,9
1,2018-12-23,0.03,2.2,0.9,0.42,0.03,Poor,1.4,0.4,1.7,0.21,0.21,0.13,0.08,0.04,0.21,2,5,9
2,2018-12-23,0.06,5.8,4.5,0.78,0.48,Average,2.5,1.7,4.3,0.4,0.42,0.13,0.16,0.09,0.41,2,5,9
1,2018-12-23,0.03,2.5,2.4,0.96,0.5,Average,1.1,0.8,1.9,0.43,0.48,0.07,0.19,0.19,0.44,2,8,9
2,2018-12-23,0.02,2,2.5,1.27,0.12,Poor,0.5,1,1.5,0.65,0.77,0.18,0.05,0.05,0.55,2,8,9
1,2018-12-23,0.02,1.9,1.6,0.86,0.64,Good,1.1,0.6,1.7,0.37,0.45,0.1,0.05,0.05,0.33,2,7,9
2,2018-12-23,0.03,2.5,2.5,1,0.17,Below Average,1.4,0.7,2.1,0.35,0.46,0.04,0.18,0.11,0.43,2,7,9
1,2018-12-23,0.1,8.9,2.2,0.25,0.07,Poor,0.7,0.1,0.8,0.11,0.11,0.7,0.2,0.01,0.14,2,20,9
2,2018-12-23,0.08,7.3,3.6,0.5,0.37,Average,0.9,0.8,1.7,0.47,0.47,0.6,0.16,0.01,0.25,2,20,9
1,2018-12-23,0.04,3.5,1.6,0.47,0.03,Poor,2.3,0.6,2.9,0.22,0.25,0.11,0.05,0.03,0.21,3,21,9
2,2018-12-23,0.08,7.3,5.5,0.75,0.67,Very Good,3.5,2.1,5.5,0.38,0.39,0.11,0.14,0.09,0.39,3,21,9
1,2018-12-23,0.19,16,13.3,0.83,0.52,Good,7.2,4.6,11.8,0.39,0.48,0.17,0.1,0.07,0.36,3,22,9
2,2018-12-23,0.18,16.2,17.6,1.09,0.02,Poor,6.2,7.2,13.4,0.54,0.61,0.14,0.07,0.06,0.47,3,22,9
1,2018-12-23,0.08,7.3,4.8,0.66,0.11,Poor,4.3,2,6.3,0.32,0.36,0.08,0.06,0.04,0.31,3,23,9
2,2018-12-23,0.11,9.7,10.1,1.04,0.16,Below Average,2.9,3.9,6.8,0.57,0.62,0.19,0.16,0.11,0.48,3,23,9
1,2018-12-23,0.02,1.3,0.7,0.57,0.1,Poor,0.9,0.3,1.2,0.23,0.31,0.07,0,0,0.21,4,24,9
2,2018-12-23,0.02,1.5,0.9,0.63,0.84,Excellent,0.9,0.4,1.3,0.29,0.32,0.06,0.06,0.06,0.31,4,24,9
1,2018-12-23,0.12,10,8.1,0.81,0.54,Good,4.1,2.8,6.9,0.41,0.53,0.24,0.08,0.06,0.33,4,25,9
2,2018-12-23,0.07,6.4,6.5,1.01,0.08,Poor,1.9,2.5,4.5,0.57,0.68,0.26,0.04,0.03,0.43,4,25,9
1,2018-12-23,0.02,1.9,1.5,0.81,0.23,Below Average,1.4,0.5,1.9,0.29,0.41,0,0,0,0.29,4,26,9
2,2018-12-23,0.02,2.2,3.5,1.58,0.05,Poor,0.5,1.3,1.8,0.7,0.88,0.04,0.17,0.13,0.67,4,26,9
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,27,9
2,2018-12-23,0,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,5,27,9
1,2018-12-23,0.01,1.2,0.9,0.77,0.42,Average,0.6,0.4,1,0.36,0.46,0.15,0,0,0.31,5,28,9
2,2018-12-23,0.02,1.7,2.4,1.37,0.05,Poor,0.5,0.7,1.2,0.62,0.85,0.21,0.16,0.11,0.53,5,28,9
1,2018-12-23,0.59,27.7,26.2,0.94,0.57,Good,18.4,9.4,27.7,0.34,0.47,0,0,0,0.34,6,29,9
2,2018-12-23,0.47,24.4,25.5,1.05,0.12,Poor,14.5,9.8,24.4,0.4,0.52,0,0,0,0.4,6,29,9
1,2018-12-23,0.05,2.3,1.1,0.48,0.28,Below Average,1.9,0.4,2.3,0.16,0.24,0,0,0,0.16,6,30,9
2,2018-12-23,0.02,1,0.5,0.46,0.76,Very Good,0.8,0.2,1,0.18,0.23,0,0,0,0.18,6,30,9
1,2018-12-23,0.04,1.6,1.3,0.78,0.65,Very Good,1,0.6,1.6,0.39,0.39,0,0.06,0.06,0.39,6,31,9
2,2018-12-23,0.07,3.4,2.2,0.65,0.64,Good,2.3,1.1,3.4,0.32,0.32,0,0,0,0.32,6,31,9
1,2018-12-23,0,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,6,32,9
2,2018-12-23,0,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,6,32,9
1,2018-12-23,0.28,13.1,12.6,0.97,0.11,Poor,6.9,6.2,13.1,0.47,0.47,0.01,0.04,0.04,0.47,6,33,9
2,2018-12-23,0.37,19.3,22.5,1.17,0.34,Average,8.4,10.9,19.3,0.57,0.57,0,0.07,0.07,0.57,6,33,9
1,2018-12-23,0.09,4.4,2.9,0.67,0.09,Poor,2.9,1.5,4.4,0.33,0.33,0,0,0,0.33,6,34,9
2,2018-12-23,0.1,5,5.6,1.13,0.2,Below Average,2.4,2.6,5,0.53,0.53,0,0.07,0.07,0.53,6,34,9
1,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,6,35,9
2,2018-12-23,0.01,0.3,0.5,1.67,-,-,0.1,0.2,0.3,0.67,0.67,0,0.33,0.33,0.67,6,35,9
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,9
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,9
1,2018-12-23,0.45,21.2,20.7,0.98,0.44,Average,14.2,7,21.2,0.33,0.49,0,0,0,0.33,7,37,9
2,2018-12-23,0.25,12.9,14.5,1.12,0.21,Below Average,7.9,5,12.9,0.39,0.56,0,0,0,0.39,7,37,9
1,2018-12-23,0.57,12.1,11,0.91,0.44,Average,8.4,3.7,12.1,0.31,0.46,0,0,0,0.31,7,38,9
2,2018-12-23,0.56,7.2,7.5,1.04,0.3,Below Average,4.5,2.6,7.2,0.37,0.52,0,0,0,0.37,7,38,9
1,2018-12-23,0.43,9.1,9.7,1.07,0.47,Average,5.8,3.3,9.1,0.36,0.54,0,0,0,0.36,7,39,9
2,2018-12-23,0.44,5.7,7,1.22,0.24,Below Average,3.4,2.4,5.7,0.41,0.61,0,0,0,0.41,7,39,9
1,2018-12-23,0.11,5.3,4.1,0.78,0.52,Good,3.5,1.8,5.3,0.35,0.39,0,0,0,0.35,8,40,9
2,2018-12-23,0.19,10,10.4,1.04,0.04,Poor,5.5,4.5,10,0.45,0.52,0,0,0,0.45,8,40,9
1,2018-12-23,0.09,2.5,1.6,0.64,0.29,Below Average,1.7,0.8,2.5,0.32,0.32,0,0,0,0.32,9,41,9
2,2018-12-23,0.25,6.1,5.1,0.84,0.28,Below Average,3.5,2.5,6.1,0.42,0.42,0,0.02,0.02,0.42,9,41,9
1,2018-12-23,0.08,2.3,2.2,0.96,0.89,Excellent,1.2,1.1,2.3,0.48,0.48,0,0,0,0.48,9,42,9
2,2018-12-23,0.15,3.5,2.7,0.77,0.35,Average,2.2,1.4,3.5,0.39,0.39,0,0,0,0.39,9,42,9
1,2018-12-23,0.83,22.9,22.4,0.98,0.44,Average,15.5,7.5,22.9,0.33,0.49,0,0,0,0.33,9,43,9
2,2018-12-23,0.6,14.7,17.7,1.2,0.05,Poor,8.8,5.9,14.7,0.4,0.6,0,0,0,0.4,9,43,9
2,2018-12-23,0.93,67.4,61.5,0.91,0.19,Below Average,25.9,22.5,48.5,0.47,0.52,0.17,0.14,0.1,0.43,1,15,9
2,2018-12-23,0.07,4.8,4.9,1.02,0.25,Below Average,1.6,1.9,3.5,0.54,0.63,0.21,0.08,0.06,0.43,1,16,9
2,2018-12-23,0.06,4.6,4,0.86,0.4,Average,1.2,1.2,2.4,0.5,0.6,0.33,0.16,0.06,0.39,1,17,9
1,2018-12-23,1,85.7,71.4,0.83,0.33,Average,38.3,27,65.3,0.41,0.47,0.16,0.1,0.07,0.38,10,1,10
2,2018-12-23,1,88.5,75.6,0.85,0.64,Good,34.9,27.7,62.6,0.44,0.48,0.18,0.14,0.09,0.41,1,1,10
1,2018-12-23,0.2,16.8,16.7,0.99,0.59,Good,7.2,6.9,14.1,0.49,0.54,0.13,0.06,0.06,0.45,10,9,10
1,2018-12-23,0.2,16.8,16.7,0.99,0.59,Good,7.2,6.9,14.1,0.49,0.54,0.13,0.06,0.06,0.45,2,9,10
2,2018-12-23,0.18,16,15.9,0.99,0.44,Average,5.7,6.3,12,0.53,0.57,0.17,0.12,0.1,0.46,2,9,10
2,2018-12-23,0.18,16,15.9,0.99,0.44,Average,5.7,6.3,12,0.53,0.57,0.17,0.12,0.1,0.46,1,9,10
1,2018-12-23,0.8,68.9,54.7,0.79,0.28,Below Average,31.1,20.1,51.2,0.39,0.45,0.17,0.11,0.07,0.37,10,10,10
2,2018-12-23,0.82,72.5,59.7,0.82,0.69,Very Good,29.2,21.4,50.6,0.42,0.46,0.18,0.14,0.09,0.4,1,10,10
1,2018-12-23,0.05,4.3,3.5,0.81,0.74,Very Good,2.1,1.1,3.2,0.34,0.44,0.14,0.12,0.05,0.35,10,11,10
2,2018-12-23,0.02,2.1,1.3,0.62,0.63,Good,1.3,0.4,1.7,0.24,0.29,0.1,0.1,0.1,0.29,1,11,10
1,2018-12-23,0.08,5.6,4.7,0.84,0.55,Good,2.2,1.7,3.9,0.44,0.49,0.21,0.14,0.13,0.38,10,12,10
2,2018-12-23,0.07,5,5.1,1.02,0.1,Poor,2.1,2.2,4.3,0.51,0.55,0.1,0.1,0.1,0.48,1,12,10
1,2018-12-23,0.05,3.4,3.3,0.97,0.8,Very Good,1.6,1.3,2.9,0.45,0.5,0.09,0.09,0.09,0.44,10,13,10
2,2018-12-23,0.05,3.9,3.8,0.97,0.2,Below Average,1.6,1.7,3.3,0.52,0.55,0.13,0.03,0,0.46,1,13,10
1,2018-12-23,0.15,10.3,6.9,0.67,0.13,Poor,5.5,2.9,8.4,0.35,0.38,0.15,0.05,0.03,0.31,10,14,10
2,2018-12-23,0.12,8.8,8.2,0.93,0.27,Below Average,3.5,2.9,6.4,0.45,0.52,0.16,0.13,0.08,0.43,1,14,10
1,2018-12-23,0.93,64,50.7,0.79,0.29,Below Average,28.4,18.6,47,0.4,0.45,0.17,0.11,0.07,0.37,10,44,10
1,2018-12-23,0.07,4.9,4,0.82,0.34,Average,2.7,1.5,4.2,0.36,0.45,0.1,0.04,0.04,0.35,10,45,10
1,2018-12-23,0.07,5,3.3,0.66,0.2,Below Average,2.1,0.9,3,0.3,0.35,0.24,0.16,0.02,0.32,10,46,10
1,2018-12-23,0.25,21.5,19.2,0.89,0.52,Good,12.8,6.7,19.5,0.34,0.46,0.05,0.06,0.05,0.35,2,2,10
2,2018-12-23,0.18,16,13.7,0.86,0.68,Very Good,8.8,4.7,13.5,0.35,0.44,0.09,0.08,0.06,0.36,2,2,10
1,2018-12-23,0.06,5,5.7,1.14,0.63,Good,1.6,2.6,4.2,0.62,0.62,0.1,0.12,0.1,0.58,2,18,10
2,2018-12-23,0.1,8.5,9.8,1.15,0.35,Average,2.8,4.3,7.1,0.61,0.61,0.07,0.14,0.14,0.59,2,18,10
1,2018-12-23,0.03,2.5,3.1,1.24,0.95,Excellent,0.9,1,1.9,0.53,0.61,0.08,0.2,0.16,0.56,2,6,10
2,2018-12-23,0.06,5.4,3.3,0.61,0.87,Excellent,3.2,1.1,4.3,0.26,0.29,0.13,0.11,0.09,0.28,2,6,10
1,2018-12-23,0.1,8.5,6.6,0.78,0.41,Average,3.7,2.7,6.4,0.42,0.42,0.15,0.12,0.11,0.4,2,4,10
2,2018-12-23,0.07,6.1,4.6,0.75,0.75,Very Good,2.8,1.9,4.7,0.4,0.4,0.12,0.12,0.1,0.41,2,4,10
1,2018-12-23,0.12,9.9,7.5,0.76,0.56,Good,3.9,3,6.9,0.44,0.48,0.23,0.09,0.07,0.34,2,3,10
2,2018-12-23,0.07,6.5,6,0.92,0.15,Below Average,1.8,2.5,4.3,0.58,0.61,0.25,0.12,0.11,0.45,2,3,10
1,2018-12-23,0.05,3.9,3.4,0.87,0.12,Poor,1.6,1.3,2.9,0.45,0.45,0.08,0.21,0.15,0.49,2,19,10
2,2018-12-23,0.09,7.9,7.1,0.9,0.85,Excellent,3,2.7,5.7,0.47,0.48,0.11,0.18,0.14,0.47,2,19,10
1,2018-12-23,0.07,6,4.3,0.72,0.39,Average,3,1.7,4.7,0.36,0.38,0.12,0.12,0.07,0.37,2,5,10
2,2018-12-23,0.08,7.3,5.9,0.81,0.41,Average,3,1.8,4.8,0.38,0.4,0.19,0.18,0.11,0.4,2,5,10
1,2018-12-23,0.03,2.7,1.7,0.63,0.12,Poor,1.8,0.6,2.4,0.25,0.33,0.07,0.04,0.04,0.26,2,8,10
2,2018-12-23,0.05,4.2,3.9,0.93,0.56,Good,1.7,1.5,3.2,0.47,0.53,0.17,0.1,0.07,0.43,2,8,10
1,2018-12-23,0.02,1.4,0.2,0.14,0,Poor,1,0.1,1.1,0.09,0.09,0.21,0,0,0.07,2,7,10
2,2018-12-23,0.03,2.8,1.6,0.57,0.86,Excellent,1.7,0.5,2.2,0.23,0.23,0.11,0.11,0.07,0.29,2,7,10
1,2018-12-23,0.09,7.5,3,0.4,0.35,Average,0.8,0.4,1.2,0.33,0.33,0.64,0.2,0,0.23,2,20,10
2,2018-12-23,0.09,7.8,3.8,0.49,0.41,Average,0.4,0.4,0.8,0.5,0.5,0.6,0.3,0.01,0.31,2,20,10
1,2018-12-23,0.09,7.9,7.2,0.91,0.73,Very Good,3.5,2.9,6.4,0.45,0.5,0.11,0.1,0.06,0.43,3,21,10
2,2018-12-23,0.1,8.6,6.5,0.76,0.65,Very Good,3.9,2.1,6,0.35,0.37,0.17,0.15,0.09,0.37,3,21,10
1,2018-12-23,0.23,19.5,14.3,0.73,0.23,Below Average,10.1,5.4,15.5,0.35,0.42,0.15,0.07,0.05,0.31,3,22,10
2,2018-12-23,0.16,14.4,14,0.97,0.12,Poor,5.2,5.6,10.8,0.52,0.58,0.19,0.1,0.08,0.44,3,22,10
1,2018-12-23,0.13,11.2,8.6,0.77,0.27,Below Average,5.5,3.4,8.9,0.38,0.4,0.12,0.11,0.09,0.38,3,23,10
2,2018-12-23,0.09,7.8,5.8,0.74,0.86,Excellent,3.6,2.4,6,0.4,0.4,0.13,0.12,0.1,0.4,3,23,10
1,2018-12-23,0.02,1.9,2.9,1.53,0.97,Excellent,0.5,1.2,1.7,0.71,0.82,0.11,0.05,0.05,0.63,4,24,10
2,2018-12-23,0.02,1.3,0.6,0.46,0.95,Excellent,0.9,0.3,1.2,0.25,0.25,0.08,0,0,0.23,4,24,10
1,2018-12-23,0.13,11.4,6.8,0.6,0.11,Poor,6.2,2.4,8.6,0.28,0.37,0.22,0.04,0.03,0.24,4,25,10
2,2018-12-23,0.1,9.2,8,0.87,0.35,Average,3.4,3.1,6.5,0.48,0.56,0.25,0.07,0.05,0.37,4,25,10
1,2018-12-23,0.03,2.7,2,0.74,0.17,Below Average,1.8,0.7,2.5,0.28,0.36,0,0.07,0.04,0.33,4,26,10
2,2018-12-23,0.02,1.7,1.2,0.71,0.87,Excellent,0.8,0.5,1.3,0.39,0.39,0.18,0.12,0.12,0.35,4,26,10
1,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,5,27,10
2,2018-12-23,0.01,1,0.6,0.6,0.57,Good,0.4,0.2,0.6,0.33,0.33,0.3,0.1,0,0.3,5,27,10
1,2018-12-23,0.02,1.5,0.8,0.53,0.16,Below Average,1,0.3,1.3,0.23,0.27,0.07,0.07,0,0.27,5,28,10
2,2018-12-23,0.02,1.5,0.8,0.53,0.89,Excellent,0.6,0.3,0.9,0.33,0.33,0.33,0.07,0.07,0.27,5,28,10
1,2018-12-23,0.5,25.8,22.2,0.86,0.27,Below Average,17.7,8.1,25.8,0.31,0.43,0,0,0,0.31,6,29,10
2,2018-12-23,0.39,19.6,16,0.82,0.88,Excellent,13.6,6,19.6,0.31,0.4,0,0.01,0.01,0.31,6,29,10
1,2018-12-23,0.04,2.2,1.7,0.77,0.69,Very Good,1.6,0.6,2.2,0.27,0.39,0,0,0,0.27,6,30,10
2,2018-12-23,0.02,1.2,0.8,0.67,0.48,Average,0.9,0.3,1.2,0.25,0.33,0,0,0,0.25,6,30,10
1,2018-12-23,0.07,3.4,2.6,0.77,0.62,Good,2.1,1.3,3.4,0.38,0.38,0,0,0,0.38,6,31,10
2,2018-12-23,0.04,2.2,1,0.46,0.93,Excellent,1.7,0.5,2.2,0.23,0.23,0,0,0,0.23,6,31,10
1,2018-12-23,0.01,0.3,0.2,0.67,-,-,0.2,0.1,0.3,0.33,0.33,0,0,0,0.33,6,32,10
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32,10
1,2018-12-23,0.31,15.6,16.7,1.07,0.37,Average,7.6,8,15.6,0.51,0.51,0,0.06,0.06,0.51,6,33,10
2,2018-12-23,0.48,24.1,26.8,1.11,0.5,Average,11.1,13,24.1,0.54,0.54,0,0.05,0.05,0.54,6,33,10
1,2018-12-23,0.13,6.4,5.6,0.88,0.33,Average,3.7,2.7,6.4,0.42,0.42,0,0.03,0.03,0.42,6,34,10
2,2018-12-23,0.09,4.7,3.8,0.81,0.84,Excellent,2.8,1.9,4.7,0.4,0.4,0,0,0,0.4,6,34,10
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,10
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,10
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,10
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,10
1,2018-12-23,0.33,16.8,15.2,0.91,0.22,Below Average,11.7,5.1,16.8,0.3,0.45,0,0,0,0.3,7,37,10
2,2018-12-23,0.25,12.5,10.4,0.83,0.93,Excellent,8.9,3.6,12.5,0.29,0.41,0,0.01,0.01,0.29,7,37,10
1,2018-12-23,0.62,10.4,7.5,0.72,0.1,Poor,7.9,2.5,10.4,0.24,0.36,0,0,0,0.24,7,38,10
2,2018-12-23,0.5,6.2,5.8,0.94,0.53,Good,4.2,2,6.2,0.32,0.46,0,0.02,0.02,0.32,7,38,10
1,2018-12-23,0.38,6.4,7.7,1.2,0.7,Very Good,3.8,2.6,6.4,0.41,0.6,0,0,0,0.41,7,39,10
2,2018-12-23,0.5,6.3,4.6,0.73,0.97,Excellent,4.7,1.6,6.3,0.25,0.37,0,0,0,0.25,7,39,10
1,2018-12-23,0.15,7.8,5.7,0.73,0.39,Average,5.3,2.5,7.8,0.32,0.37,0,0,0,0.32,8,40,10
2,2018-12-23,0.12,5.9,4.4,0.75,0.59,Good,4,1.9,5.9,0.32,0.36,0,0.02,0.02,0.32,8,40,10
1,2018-12-23,0.14,3.5,3.2,0.91,0.83,Excellent,1.9,1.6,3.5,0.46,0.46,0,0,0,0.46,9,41,10
2,2018-12-23,0.22,4.4,2.8,0.64,0.75,Very Good,3,1.4,4.4,0.32,0.32,0,0,0,0.32,9,41,10
1,2018-12-23,0.06,1.5,1,0.67,0.44,Average,1,0.5,1.5,0.33,0.33,0,0,0,0.33,9,42,10
2,2018-12-23,0.12,2.3,1.6,0.7,0.51,Good,1.5,0.8,2.3,0.35,0.35,0,0,0,0.35,9,42,10
1,2018-12-23,0.81,20.8,18,0.87,0.15,Below Average,14.8,6,20.8,0.29,0.43,0,0,0,0.29,9,43,10
2,2018-12-23,0.66,12.9,11.6,0.9,0.81,Very Good,9.1,3.8,12.9,0.3,0.44,0,0.02,0.02,0.3,9,43,10
2,2018-12-23,1,72.5,59.7,0.82,0.66,Very Good,29.2,21.4,50.6,0.42,0.46,0.18,0.14,0.09,0.4,1,15,10
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,10
2,2018-12-23,0.18,12.9,10.7,0.83,0.48,Average,4.6,3.7,8.3,0.45,0.49,0.23,0.13,0.07,0.41,1,17,10
