Format_ID,Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Category_ID,Element_ID,Team_ID
1,2018-12-23,1,97.9,85.2,0.87,0.51,Good,41.6,31.4,73,0.43,0.49,0.15,0.12,0.09,0.4,10,1,11
2,2018-12-23,1,97.5,99.8,1.02,0.01,Poor,34.8,35,69.8,0.5,0.57,0.14,0.17,0.11,0.48,1,1,11
1,2018-12-23,0.22,21.4,21.1,0.99,0.57,Good,8.4,8,16.4,0.49,0.55,0.14,0.12,0.11,0.46,10,9,11
1,2018-12-23,0.22,21.4,21.1,0.99,0.57,Good,8.4,8,16.4,0.49,0.55,0.14,0.12,0.11,0.46,2,9,11
2,2018-12-23,0.22,21.8,23.1,1.06,0.23,Below Average,7.5,8.6,16.1,0.54,0.59,0.15,0.15,0.12,0.5,2,9,11
2,2018-12-23,0.22,21.8,23.1,1.06,0.23,Below Average,7.5,8.6,16.1,0.54,0.59,0.15,0.15,0.12,0.5,1,9,11
1,2018-12-23,0.78,76.5,64.1,0.84,0.46,Average,33.3,23.4,56.6,0.41,0.47,0.16,0.12,0.09,0.39,10,10,11
2,2018-12-23,0.78,75.7,76.7,1.01,0.01,Poor,27.4,26.4,53.7,0.49,0.56,0.14,0.18,0.11,0.47,1,10,11
1,2018-12-23,0.01,1.3,0.7,0.57,0.25,Below Average,1,0.3,1.3,0.21,0.29,0,0,0,0.21,10,11,11
2,2018-12-23,0.02,1.8,1.4,0.75,0.43,Average,1,0.5,1.5,0.31,0.38,0.1,0.1,0,0.35,1,11,11
1,2018-12-23,0.06,4.8,3.5,0.72,0.28,Below Average,2.4,1.4,3.7,0.37,0.4,0.15,0.09,0.09,0.34,10,12,11
2,2018-12-23,0.06,4.8,5.4,1.11,0.05,Poor,1.7,1.9,3.6,0.53,0.6,0.09,0.21,0.21,0.49,1,12,11
1,2018-12-23,0.04,2.8,2.8,1,0.84,Excellent,1.1,1.2,2.3,0.52,0.62,0.16,0.03,0.03,0.42,10,13,11
2,2018-12-23,0.03,2.2,1.5,0.71,0.66,Very Good,0.9,0.5,1.5,0.38,0.41,0.17,0.17,0,0.38,1,13,11
1,2018-12-23,0.12,9,6.5,0.72,0.21,Below Average,4,2.5,6.5,0.38,0.42,0.2,0.09,0.07,0.34,10,14,11
2,2018-12-23,0.12,8.9,8.2,0.92,0.3,Below Average,3.5,3.1,6.6,0.47,0.53,0.14,0.13,0.08,0.42,1,14,11
1,2018-12-23,0.96,73.5,61.2,0.83,0.47,Average,32.2,22.3,54.5,0.41,0.46,0.16,0.12,0.09,0.39,10,44,11
1,2018-12-23,0.04,3,2.9,0.97,0.69,Very Good,1.1,1.1,2.2,0.5,0.56,0.15,0.15,0.09,0.46,10,45,11
1,2018-12-23,0.04,3.3,2.9,0.89,0.7,Very Good,1.6,1.1,2.7,0.4,0.43,0.08,0.11,0.03,0.42,10,46,11
1,2018-12-23,0.23,22.1,18.5,0.84,0.31,Average,12.5,6.8,19.3,0.35,0.44,0.07,0.07,0.05,0.35,2,2,11
2,2018-12-23,0.2,19.5,22.1,1.13,0.03,Poor,9.3,7.7,17,0.46,0.59,0.06,0.08,0.06,0.45,2,2,11
1,2018-12-23,0.08,8,8.8,1.1,0.53,Good,3.3,3.6,6.9,0.53,0.53,0.03,0.16,0.15,0.55,2,18,11
2,2018-12-23,0.08,7.7,9.5,1.22,0.21,Below Average,2.5,3.9,6.4,0.61,0.61,0.05,0.2,0.18,0.62,2,18,11
1,2018-12-23,0.04,3.7,4.5,1.2,0.93,Excellent,1.9,1.6,3.5,0.46,0.62,0.05,0.02,0.02,0.44,2,6,11
2,2018-12-23,0.06,6.2,8,1.29,0.02,Poor,2.5,2.9,5.5,0.53,0.68,0.07,0.06,0.04,0.52,2,6,11
1,2018-12-23,0.06,6.2,4.1,0.66,0.2,Below Average,2.6,1.6,4.3,0.38,0.38,0.16,0.15,0.15,0.37,2,4,11
2,2018-12-23,0.1,9.3,9.5,1.02,0.11,Poor,2.9,3.7,6.6,0.56,0.56,0.13,0.19,0.15,0.54,2,4,11
1,2018-12-23,0.06,5.5,5.2,0.95,0.91,Excellent,1.7,2,3.7,0.54,0.6,0.25,0.08,0.07,0.43,2,3,11
2,2018-12-23,0.09,8.6,5.8,0.67,0.69,Very Good,4.7,1.7,6.5,0.27,0.3,0.12,0.15,0.1,0.33,2,3,11
1,2018-12-23,0.07,6.4,6.4,1,0.38,Average,2.3,2.5,4.8,0.53,0.53,0.07,0.2,0.14,0.53,2,19,11
2,2018-12-23,0.06,6.3,7.3,1.16,0.23,Below Average,1.5,2.7,4.2,0.65,0.65,0.15,0.22,0.17,0.58,2,19,11
1,2018-12-23,0.09,9.1,6.2,0.68,0.29,Below Average,4.9,1.9,6.8,0.28,0.3,0.13,0.13,0.1,0.33,2,5,11
2,2018-12-23,0.07,6.5,5.8,0.89,0.25,Below Average,2.3,1.9,4.2,0.46,0.48,0.18,0.21,0.18,0.44,2,5,11
1,2018-12-23,0.03,3.1,3,0.97,0.51,Good,1.1,0.8,1.9,0.43,0.5,0.15,0.24,0.21,0.47,2,8,11
2,2018-12-23,0.01,1.3,1.5,1.14,0.24,Below Average,0.5,0.5,1.1,0.5,0.58,0,0.21,0.14,0.5,2,8,11
1,2018-12-23,0.04,4,2.9,0.73,0.4,Average,2,1.2,3.2,0.37,0.43,0.18,0.02,0.02,0.32,2,7,11
2,2018-12-23,0.02,2.3,2.7,1.2,0.03,Poor,0.6,0.7,1.4,0.53,0.67,0.16,0.32,0.24,0.52,2,7,11
1,2018-12-23,0.09,8.5,4.5,0.53,0.7,Very Good,1,1.2,2.2,0.54,0.63,0.56,0.18,0.03,0.27,2,20,11
2,2018-12-23,0.08,8,4.6,0.58,0.18,Below Average,0.5,0.5,1,0.46,0.5,0.5,0.39,0.03,0.34,2,20,11
1,2018-12-23,0.12,11.5,8.4,0.72,0.3,Below Average,6.5,2.6,9.1,0.29,0.34,0.11,0.11,0.09,0.33,3,21,11
2,2018-12-23,0.09,9.1,8,0.88,0.35,Average,3.7,2.6,6.4,0.41,0.44,0.14,0.19,0.17,0.43,3,21,11
1,2018-12-23,0.13,12.5,11.5,0.92,0.78,Very Good,4.9,4,8.9,0.45,0.52,0.18,0.12,0.1,0.42,3,22,11
2,2018-12-23,0.14,13.6,11.6,0.85,0.48,Average,7.1,3.8,10.9,0.35,0.41,0.08,0.13,0.09,0.39,3,22,11
1,2018-12-23,0.08,7.5,5,0.67,0.12,Poor,3.5,1.9,5.4,0.36,0.37,0.13,0.15,0.15,0.35,3,23,11
2,2018-12-23,0.13,13.1,13.7,1.05,0.15,Below Average,4.6,5.1,9.7,0.52,0.58,0.11,0.17,0.13,0.51,3,23,11
1,2018-12-23,0.03,2.5,2.2,0.89,0.4,Average,1.5,0.7,2.3,0.32,0.44,0.04,0.04,0.04,0.33,4,24,11
2,2018-12-23,0.03,2.5,2.2,0.86,0.62,Good,1.5,0.7,2.2,0.33,0.38,0.04,0.14,0.14,0.39,4,24,11
1,2018-12-23,0.08,8.3,6.4,0.77,0.45,Average,3.2,2,5.2,0.39,0.46,0.25,0.13,0.11,0.35,4,25,11
2,2018-12-23,0.06,5.9,6,1.02,0.08,Poor,2.4,2.1,4.5,0.47,0.58,0.14,0.12,0.08,0.43,4,25,11
1,2018-12-23,0.01,1.3,0.9,0.71,0.15,Below Average,0.8,0.3,1.1,0.25,0.33,0,0.14,0.14,0.29,4,26,11
2,2018-12-23,0.04,3.8,4.3,1.12,0.4,Average,1.7,1.4,3.1,0.44,0.62,0.07,0.12,0.07,0.45,4,26,11
1,2018-12-23,0,0.3,0.2,0.67,-,-,0.2,0,0.2,0,0,0,0.33,0.33,0.33,5,27,11
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,27,11
1,2018-12-23,0.01,0.6,0.4,0.57,-,-,0.3,0.2,0.5,0.4,0.4,0.29,0,0,0.29,5,28,11
2,2018-12-23,0.03,3.2,2.3,0.71,0.71,Very Good,1.5,0.7,2.3,0.32,0.44,0.17,0.11,0.03,0.31,5,28,11
1,2018-12-23,0.5,28.5,25,0.88,0.32,Average,19.2,9.4,28.5,0.33,0.44,0,0.01,0.01,0.33,6,29,11
2,2018-12-23,0.48,25.8,28.5,1.1,0.06,Poor,15.5,10.4,25.8,0.4,0.55,0,0.01,0.01,0.4,6,29,11
1,2018-12-23,0.02,1.1,0.5,0.5,0.3,Below Average,0.9,0.2,1.1,0.17,0.25,0,0,0,0.17,6,30,11
2,2018-12-23,0.02,1.1,0.5,0.5,0.71,Very Good,0.9,0.2,1.1,0.17,0.25,0,0,0,0.17,6,30,11
1,2018-12-23,0.07,3.7,3.6,0.98,0.88,Excellent,2,1.7,3.7,0.46,0.46,0,0.05,0.05,0.46,6,31,11
2,2018-12-23,0.03,1.8,1.6,0.9,0.17,Below Average,1,0.8,1.8,0.45,0.45,0,0,0,0.45,6,31,11
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32,11
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,32,11
1,2018-12-23,0.36,20.1,21.6,1.08,0.39,Average,9.5,10.6,20.1,0.53,0.53,0,0.05,0.05,0.53,6,33,11
2,2018-12-23,0.36,19.5,23.5,1.21,0.23,Below Average,8,11.5,19.5,0.59,0.59,0,0.08,0.07,0.59,6,33,11
1,2018-12-23,0.08,4.3,3.3,0.77,0.18,Below Average,2.6,1.6,4.3,0.38,0.38,0,0,0,0.38,6,34,11
2,2018-12-23,0.12,6.6,7.6,1.15,0.15,Below Average,2.9,3.7,6.6,0.56,0.56,0,0.04,0.04,0.56,6,34,11
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,11
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,11
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,11
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,11
1,2018-12-23,0.28,16,15.5,0.97,0.4,Average,10.6,5.4,16,0.34,0.48,0,0.01,0.01,0.34,7,37,11
2,2018-12-23,0.32,17.4,21.4,1.23,0.04,Poor,10.1,7.3,17.4,0.42,0.61,0,0.01,0.01,0.42,7,37,11
1,2018-12-23,0.6,9.5,7.7,0.81,0.24,Below Average,6.9,2.6,9.5,0.28,0.41,0,0.01,0.01,0.28,7,38,11
2,2018-12-23,0.42,7.4,8.3,1.12,0.13,Poor,4.5,2.9,7.4,0.4,0.56,0,0.01,0.01,0.4,7,38,11
1,2018-12-23,0.4,6.5,7.7,1.2,0.69,Very Good,3.7,2.7,6.5,0.42,0.6,0,0,0,0.42,7,39,11
2,2018-12-23,0.58,10,13.1,1.31,0.12,Poor,5.6,4.4,10,0.44,0.66,0,0,0,0.44,7,39,11
1,2018-12-23,0.19,10.8,7.8,0.72,0.37,Average,7.5,3.4,10.8,0.31,0.36,0,0.01,0.01,0.31,8,40,11
2,2018-12-23,0.14,7.3,6.2,0.85,0.27,Below Average,4.5,2.7,7.3,0.38,0.42,0,0.01,0.01,0.38,8,40,11
1,2018-12-23,0.19,5.5,4.2,0.77,0.57,Good,3.4,2.1,5.5,0.38,0.38,0,0,0,0.38,9,41,11
2,2018-12-23,0.16,4,3.9,0.98,0.08,Poor,2.1,1.9,4,0.48,0.48,0,0.02,0.02,0.48,9,41,11
1,2018-12-23,0.14,3.9,2.2,0.56,0.27,Below Average,2.8,1.1,3.9,0.28,0.28,0,0,0,0.28,9,42,11
2,2018-12-23,0.08,2.1,1.8,0.87,0.18,Below Average,1.2,0.9,2.1,0.44,0.44,0,0,0,0.44,9,42,11
1,2018-12-23,0.67,19.2,18.6,0.97,0.43,Average,13,6.2,19.2,0.32,0.48,0,0.01,0.01,0.32,9,43,11
2,2018-12-23,0.76,19.7,22.7,1.15,0.09,Poor,12.2,7.5,19.7,0.38,0.57,0,0.01,0.01,0.38,9,43,11
2,2018-12-23,0.99,75.2,75.8,1.01,0.01,Poor,27.4,26.1,53.5,0.49,0.56,0.14,0.17,0.11,0.47,1,15,11
2,2018-12-23,0.01,0.5,0.9,1.67,-,-,0,0.3,0.3,1,1.17,0,0.5,0,0.83,1,16,11
2,2018-12-23,0.05,3.7,4,1.07,0.1,Poor,1,0.8,1.8,0.45,0.53,0.12,0.39,0,0.56,1,17,11
1,2018-12-23,1,79.9,63.3,0.79,0.16,Below Average,33.9,24.8,58.7,0.42,0.47,0.19,0.1,0.06,0.37,10,1,12
2,2018-12-23,1,75.4,60.9,0.81,0.85,Excellent,33.6,21.9,55.5,0.4,0.45,0.16,0.12,0.08,0.38,1,1,12
1,2018-12-23,0.16,12.7,12.3,0.97,0.5,Average,5.1,4.8,9.9,0.49,0.53,0.12,0.14,0.11,0.45,10,9,12
1,2018-12-23,0.16,12.7,12.3,0.97,0.5,Average,5.1,4.8,9.9,0.49,0.53,0.12,0.14,0.11,0.45,2,9,12
2,2018-12-23,0.17,13,13.3,1.02,0.36,Average,4.6,4.8,9.3,0.51,0.59,0.16,0.13,0.11,0.48,2,9,12
2,2018-12-23,0.17,13,13.3,1.02,0.36,Average,4.6,4.8,9.3,0.51,0.59,0.16,0.13,0.11,0.48,1,9,12
1,2018-12-23,0.84,67.3,51,0.76,0.14,Poor,28.8,19.9,48.8,0.41,0.46,0.2,0.09,0.05,0.35,10,10,12
2,2018-12-23,0.83,62.4,47.7,0.76,0.91,Excellent,29,17.2,46.2,0.37,0.42,0.16,0.12,0.07,0.36,1,10,12
1,2018-12-23,0.07,5.3,4.3,0.8,0.7,Very Good,3.1,1.5,4.6,0.33,0.43,0.09,0.06,0.05,0.31,10,11,12
2,2018-12-23,0.03,2.6,0.5,0.19,0.99,Excellent,2.1,0.2,2.3,0.07,0.11,0.13,0,0,0.07,1,11,12
1,2018-12-23,0.1,6.7,4.3,0.64,0.15,Below Average,3.2,1.8,4.9,0.36,0.4,0.2,0.06,0.04,0.3,10,12,12
2,2018-12-23,0.09,5.6,4.3,0.76,0.64,Good,2.7,1.3,4,0.33,0.38,0.15,0.13,0.1,0.37,1,12,12
1,2018-12-23,0.05,3.3,1.9,0.58,0.16,Below Average,1.5,0.8,2.3,0.33,0.37,0.25,0.08,0.08,0.28,10,13,12
2,2018-12-23,0.06,3.8,2.9,0.78,0.55,Good,1.9,1.2,3.1,0.38,0.41,0.07,0.11,0.04,0.38,1,13,12
1,2018-12-23,0.11,7.5,6.3,0.84,0.54,Good,3.2,2.4,5.6,0.43,0.55,0.2,0.06,0.03,0.34,10,14,12
2,2018-12-23,0.12,7.2,6,0.84,0.5,Average,2.7,2.5,5.2,0.48,0.51,0.19,0.11,0.06,0.42,1,14,12
1,2018-12-23,0.92,61.6,47.3,0.77,0.2,Below Average,26.1,18.7,44.8,0.42,0.46,0.2,0.09,0.05,0.36,10,44,12
1,2018-12-23,0.08,5.7,3.7,0.65,0.05,Poor,2.8,1.3,4,0.31,0.38,0.21,0.1,0.06,0.28,10,45,12
1,2018-12-23,0.1,6.8,5,0.74,0.33,Average,2.6,1.9,4.5,0.43,0.48,0.24,0.11,0.06,0.35,10,46,12
1,2018-12-23,0.19,15.4,12,0.78,0.17,Below Average,9.5,4.6,14.1,0.33,0.42,0.08,0.02,0.01,0.3,2,2,12
2,2018-12-23,0.22,16.9,11.8,0.7,0.99,Excellent,10.3,4.3,14.6,0.29,0.38,0.1,0.03,0.02,0.28,2,2,12
1,2018-12-23,0.07,5.6,5.4,0.97,0.25,Below Average,2.1,2.2,4.3,0.51,0.51,0.1,0.18,0.15,0.49,2,18,12
2,2018-12-23,0.11,8,8.8,1.1,0.48,Average,2.8,3.7,6.4,0.57,0.57,0.06,0.17,0.15,0.57,2,18,12
1,2018-12-23,0.04,3.1,1.7,0.54,0.1,Poor,2.2,0.7,2.8,0.24,0.28,0.05,0.03,0.03,0.24,2,6,12
2,2018-12-23,0.06,4.7,3.8,0.8,0.65,Very Good,3,1.3,4.3,0.31,0.38,0,0.07,0.07,0.34,2,6,12
1,2018-12-23,0.09,6.9,5.7,0.82,0.52,Good,2.6,2.5,5.1,0.49,0.49,0.18,0.1,0.06,0.43,2,4,12
2,2018-12-23,0.1,7.8,6.6,0.84,0.53,Good,3.3,2.6,5.8,0.44,0.44,0.16,0.11,0.06,0.43,2,4,12
1,2018-12-23,0.16,12.6,9.4,0.75,0.53,Good,5.5,4,9.5,0.42,0.47,0.23,0.03,0.03,0.34,2,3,12
2,2018-12-23,0.09,6.6,3.8,0.57,0.91,Excellent,3.3,1.2,4.5,0.26,0.3,0.19,0.13,0.08,0.29,2,3,12
1,2018-12-23,0.09,6.9,7.8,1.13,0.72,Very Good,2.3,3,5.3,0.57,0.57,0.1,0.21,0.15,0.58,2,19,12
2,2018-12-23,0.04,3,3,1,0.61,Good,1,1.3,2.3,0.56,0.56,0.06,0.22,0.19,0.53,2,19,12
1,2018-12-23,0.05,4.1,3.2,0.78,0.52,Good,2,1.1,3.1,0.35,0.37,0.12,0.12,0.1,0.39,2,5,12
2,2018-12-23,0.06,4.8,3.6,0.74,0.57,Good,2.5,1.3,3.8,0.33,0.37,0.12,0.1,0.09,0.36,2,5,12
1,2018-12-23,0.04,3.4,2.8,0.81,0.28,Below Average,1.7,1.2,2.8,0.41,0.46,0.12,0.05,0.05,0.37,2,8,12
2,2018-12-23,0.02,1.6,1.1,0.68,0.86,Excellent,0.8,0.5,1.3,0.4,0.43,0.16,0.05,0.05,0.32,2,8,12
1,2018-12-23,0.02,1.2,1.1,0.93,0.75,Very Good,0.5,0.4,0.9,0.46,0.59,0.21,0,0,0.36,2,7,12
2,2018-12-23,0.03,2.3,2.1,0.93,0.31,Average,1.3,0.8,2,0.38,0.42,0.07,0.15,0.15,0.37,2,7,12
1,2018-12-23,0.1,8.1,2,0.25,0.07,Poor,0.6,0.3,0.9,0.36,0.41,0.7,0.2,0.01,0.14,2,20,12
2,2018-12-23,0.09,6.8,3.3,0.48,0.43,Average,0.8,0.4,1.3,0.33,0.4,0.57,0.26,0.04,0.27,2,20,12
1,2018-12-23,0.06,4.7,3.6,0.77,0.41,Average,2.4,1.3,3.7,0.34,0.36,0.11,0.11,0.09,0.38,3,21,12
2,2018-12-23,0.09,6.6,4.8,0.73,0.7,Very Good,3.7,1.8,5.5,0.33,0.36,0.09,0.08,0.06,0.35,3,21,12
1,2018-12-23,0.26,20.7,16.7,0.81,0.45,Average,9.8,6.9,16.8,0.41,0.47,0.17,0.04,0.03,0.36,3,22,12
2,2018-12-23,0.16,12.1,7.5,0.62,0.97,Excellent,6.3,2.7,9,0.3,0.34,0.17,0.1,0.06,0.3,3,22,12
1,2018-12-23,0.11,8.6,7.8,0.9,0.58,Good,3.3,3.2,6.5,0.49,0.52,0.16,0.1,0.07,0.45,3,23,12
2,2018-12-23,0.14,10.5,9.1,0.87,0.59,Good,4.7,3.5,8.2,0.43,0.45,0.14,0.1,0.07,0.42,3,23,12
1,2018-12-23,0.01,0.6,0.4,0.71,-,-,0.4,0.2,0.6,0.29,0.36,0,0,0,0.29,4,24,12
2,2018-12-23,0.02,1.8,1.3,0.71,0.77,Very Good,1.2,0.6,1.8,0.33,0.36,0,0,0,0.33,4,24,12
1,2018-12-23,0.13,10.3,7.3,0.7,0.29,Below Average,4.3,2.9,7.3,0.4,0.47,0.27,0.03,0.02,0.3,4,25,12
2,2018-12-23,0.08,6.3,3.8,0.61,0.9,Excellent,3,1.5,4.5,0.33,0.39,0.23,0.07,0.04,0.28,4,25,12
1,2018-12-23,0.02,1.7,2.1,1.25,0.78,Very Good,0.8,0.7,1.4,0.47,0.62,0.05,0.1,0.1,0.5,4,26,12
2,2018-12-23,0.04,2.7,2.5,0.94,0.64,Good,1.4,0.9,2.3,0.39,0.48,0.06,0.09,0.09,0.41,4,26,12
1,2018-12-23,0,0.3,0.3,1,-,-,0,0.1,0.1,1,1.5,0.67,0,0,0.33,5,27,12
2,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,5,27,12
1,2018-12-23,0.02,1.7,1.5,0.9,0.56,Good,0.5,0.5,1,0.5,0.67,0.3,0.1,0.05,0.35,5,28,12
2,2018-12-23,0.02,1.5,0.6,0.39,0.96,Excellent,0.9,0.2,1.1,0.15,0.15,0.17,0.11,0.11,0.22,5,28,12
1,2018-12-23,0.57,28,24.3,0.87,0.28,Below Average,18.3,9.8,28,0.35,0.43,0,0.01,0.01,0.35,6,29,12
2,2018-12-23,0.47,21.5,15.5,0.72,0.98,Excellent,15.8,5.7,21.5,0.26,0.36,0,0,0,0.26,6,29,12
1,2018-12-23,0.07,3.4,3.7,1.07,0.91,Excellent,2.1,1.3,3.4,0.39,0.52,0,0.02,0.02,0.39,6,30,12
2,2018-12-23,0.03,1.5,0.5,0.33,0.87,Excellent,1.3,0.2,1.5,0.11,0.17,0,0,0,0.11,6,30,12
1,2018-12-23,0.04,2,0.8,0.42,0.05,Poor,1.6,0.4,2,0.21,0.21,0,0,0,0.21,6,31,12
2,2018-12-23,0.06,2.8,1.8,0.65,0.64,Good,1.9,0.9,2.8,0.32,0.32,0,0,0,0.32,6,31,12
1,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,6,32,12
2,2018-12-23,0,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,6,32,12
1,2018-12-23,0.28,13.7,15,1.1,0.47,Average,6.4,7.3,13.7,0.53,0.53,0,0.06,0.06,0.53,6,33,12
2,2018-12-23,0.35,16,16.5,1.03,0.78,Very Good,8,8,16,0.5,0.5,0,0.04,0.04,0.5,6,33,12
1,2018-12-23,0.1,5.1,5.1,1,0.6,Good,2.6,2.5,5.1,0.49,0.49,0,0.02,0.02,0.49,6,34,12
2,2018-12-23,0.13,5.8,5.3,0.9,0.69,Very Good,3.3,2.6,5.8,0.44,0.44,0,0.01,0.01,0.44,6,34,12
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,35,12
2,2018-12-23,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,6,35,12
1,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,12
2,2018-12-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,36,12
1,2018-12-23,0.3,14.7,12.2,0.83,0.11,Poor,10.3,4.4,14.7,0.3,0.41,0,0.01,0.01,0.3,7,37,12
2,2018-12-23,0.29,13.4,10.6,0.79,0.96,Excellent,9.8,3.6,13.4,0.27,0.39,0,0,0,0.27,7,37,12
1,2018-12-23,0.44,6.5,4.9,0.76,0.13,Poor,4.7,1.8,6.5,0.28,0.37,0,0.01,0.01,0.28,7,38,12
2,2018-12-23,0.54,7.3,4.9,0.68,0.95,Excellent,5.6,1.7,7.3,0.23,0.34,0,0,0,0.23,7,38,12
1,2018-12-23,0.56,8.2,7.3,0.89,0.16,Below Average,5.6,2.6,8.2,0.32,0.44,0,0,0,0.32,7,39,12
2,2018-12-23,0.46,6.2,5.7,0.92,0.82,Very Good,4.3,1.9,6.2,0.31,0.46,0,0,0,0.31,7,39,12
1,2018-12-23,0.24,11.8,11.2,0.95,0.86,Excellent,6.8,4.9,11.8,0.42,0.47,0,0.01,0.01,0.42,8,40,12
2,2018-12-23,0.15,6.9,3.8,0.55,0.95,Excellent,5.3,1.7,6.9,0.24,0.28,0,0,0,0.24,8,40,12
1,2018-12-23,0.21,5.8,5.3,0.93,0.84,Excellent,3.1,2.7,5.8,0.46,0.46,0,0,0,0.46,9,41,12
2,2018-12-23,0.17,3.8,2.3,0.62,0.78,Very Good,2.6,1.2,3.8,0.31,0.31,0,0,0,0.31,9,41,12
1,2018-12-23,0.24,6.8,5.1,0.75,0.61,Good,4.3,2.5,6.8,0.37,0.37,0,0.01,0.01,0.37,9,42,12
2,2018-12-23,0.14,3,0.7,0.22,1,Excellent,2.7,0.3,3,0.11,0.11,0,0,0,0.11,9,42,12
1,2018-12-23,0.55,15.5,13.8,0.89,0.19,Below Average,10.9,4.6,15.5,0.3,0.44,0,0.01,0.01,0.3,9,43,12
2,2018-12-23,0.69,14.8,12.5,0.85,0.91,Excellent,10.6,4.2,14.8,0.28,0.42,0,0,0,0.28,9,43,12
2,2018-12-23,1,62.2,47.5,0.76,0.88,Excellent,28.9,17.1,46,0.37,0.42,0.16,0.12,0.07,0.36,1,15,12
2,2018-12-23,0,0.3,0.2,0.67,-,-,0.1,0.1,0.2,0.5,0.5,0.33,0,0,0.33,1,16,12
2,2018-12-23,0.01,0.7,0.8,1.13,-,-,0.1,0,0.1,0,0,0.13,0.75,0.13,0.75,1,17,12
